Feature,Importance
Vehicle_Driver_Context_Public_13_45_seats_1_2yr,0.00011121722786399884
Driver_Context_Unknown_Below_1yr,0.00011097402976800315
Vehicle_Driver_Context_Long_lorry_1_2yr,0.00011031432986392346
Junction_Lane_Context_Other_other,0.00010900437856411413
Cause_Collision_Context_Moving_Backward_Unknown,0.00010847338447601984
Road_Environment_Wet_or_damp_Darkness_lights_lit_Other,0.00010726913745792118
Road_allignment_Sharp_reverse_curve,0.00010649852434512726
Junction_Lane_Context_Crossing_Unknown,0.0001049868974302682
Vehicle_Driver_Context_Public_45_seats_Above_10yr,0.00010462087715051552
Road_Environment_Wet_or_damp_Darkness_lights_lit_Windy,0.00010433120369905163
Pedestrian_movement_In_carriageway_statioNot_a_Pedestrianry_not_crossing_standing_or_playing,0.00010349562169694125
Area_Time_Context_Industrial_areas_Morning,0.00010337598510412094
Vehicle_Driver_Context_Taxi_Above_10yr,0.00010335347349206832
Vehicle_Driver_Context_Taxi_5_10yr,0.00010319096375234154
Area_Time_Context_Recreational_areas_Night,0.00010307724971104991
Area_accident_occured_Rural_village_areas,9.714046312286614e-05
Cause_of_accident_Drunk_driving,9.569247334125748e-05
